0, 0, 0.000561
0, 0, 0.001005
0, 0, 0.0008
0, 0, 0.000877
0, 0, 0.000862
0, 0, 0.000876
0, 0, 0.000934
0, 0, 0.000917
0, 0, 0.000926
0, 0, 0.000842
1, 0, 0.000887
1, 0, 0.001089
1, 0, 0.000801
1, 0, 0.00077
1, 0, 0.000843
1, 0, 0.000845
1, 0, 0.000915
1, 0, 0.000893
1, 0, 0.000819
1, 0, 0.000887
2, 0, 0.000863
2, 0, 0.000892
2, 0, 0.00091
2, 0, 0.000883
2, 0, 0.000837
2, 0, 0.000857
2, 0, 0.00086
2, 0, 0.0008
2, 0, 0.000831
2, 0, 0.001024
3, 0, 0.001123
3, 0, 0.000847
3, 0, 0.000915
3, 0, 0.000817
3, 0, 0.000889
3, 0, 0.000877
3, 0, 0.000835
3, 0, 0.000827
3, 0, 0.000835
3, 0, 0.00084
4, 0, 0.000867
4, 0, 0.000843
4, 0, 0.000945
4, 0, 0.00106
4, 0, 0.00081
4, 0, 0.000868
4, 0, 0.000893
4, 0, 0.000879
4, 0, 0.000835
4, 0, 0.000837
5, 0, 0.000893
5, 0, 0.000832
5, 0, 0.000887
5, 0, 0.000955
5, 0, 0.000808
5, 0, 0.000846
5, 0, 0.000853
5, 0, 0.000829
5, 0, 0.000877
5, 0, 0.000949
6, 0, 0.00082
6, 0, 0.000855
6, 0, 0.000885
6, 0, 0.000823
6, 0, 0.000822
6, 0, 0.000785
6, 0, 0.000832
6, 0, 0.000867
6, 0, 0.000912
6, 0, 0.000863
7, 0, 0.000965
7, 0, 0.000952
7, 0, 0.000917
7, 0, 0.000867
7, 0, 0.000814
7, 0, 0.000829
7, 0, 0.000917
7, 0, 0.000867
7, 0, 0.000885
7, 0, 0.000942
8, 0, 0.000898
8, 0, 0.000932
8, 0, 0.000887
8, 0, 0.00086
8, 0, 0.000914
8, 0, 0.000838
8, 0, 0.000986
8, 0, 0.000836
8, 0, 0.000986
8, 0, 0.000876
9, 0, 0.000879
9, 0, 0.000997
9, 0, 0.000875
9, 0, 0.001069
9, 0, 0.000871
9, 0, 0.000939
9, 0, 0.000863
9, 0, 0.000888
9, 0, 0.000822
9, 0, 0.0008
