0,0,0.0621910095215,1
0,0,0.061399936676,1
0,0,0.0613968372345,1
0,0,0.0634329319,1
0,0,0.0664429664612,1
0,0,0.062744140625,1
0,0,0.0597078800201,1
0,0,0.0627038478851,1
0,0,0.0619060993195,1
0,0,0.0616929531097,1
1,0,0.0664749145508,1
1,0,0.0682458877563,1
1,0,0.0673830509186,1
1,0,0.0831990242004,2
1,0,0.0664041042328,1
1,0,0.0680890083313,1
1,0,0.0762679576874,2
1,0,0.0754859447479,2
1,0,0.0673758983612,1
1,0,0.0872671604156,3
2,0,0.0795159339905,3
2,0,0.0741529464722,1
2,0,0.0757279396057,1
2,0,0.137717008591,8
2,0,0.0760328769684,1
2,0,0.0757949352264,1
2,0,0.11453294754,4
2,0,0.140851020813,8
2,0,0.112883806229,3
2,0,0.201403141022,15
3,0,0.184633970261,13
3,0,0.0782828330994,1
3,0,0.0788071155548,1
3,0,0.752907991409,48
3,0,0.0808618068695,1
3,0,0.0789721012115,1
3,0,0.189330816269,8
3,0,0.746845960617,48
3,0,0.190484046936,13
3,0,1.90998101234,117
4,0,1.17468500137,75
4,0,0.0869340896606,1
4,0,0.0839989185333,1
4,0,10.9344980717,388
4,0,0.0867710113525,1
4,0,0.0826780796051,1
4,0,0.3462870121,16
4,0,11.0278608799,388
4,0,1.15063095093,75
4,0,50.1003129482,1239
5,0,450.011399031,4892
5,0,14.3836109638,541
5,0,80.3860108852,1847
